,70,2025-03-20,TOR,@,GSW,"L, 114-117",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Brandon Ingram
,71,2025-03-23,TOR,,SAS,"L, 89-123",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Brandon Ingram
,72,2025-03-24,TOR,@,WAS,"W, 112-104",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Brandon Ingram
,73,2025-03-26,TOR,@,BRK,"W, 116-86",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Brandon Ingram
,74,2025-03-28,TOR,,CHO,"W, 108-97",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Brandon Ingram
,75,2025-03-30,TOR,@,PHI,"W, 127-109",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Brandon Ingram
Gcar,Gtm,Date,Team,,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,Brandon Ingram
,76,2025-04-01,TOR,@,CHI,"L, 118-137",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Brandon Ingram
,77,2025-04-03,TOR,,POR,"L, 103-112",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Brandon Ingram
,78,2025-04-04,TOR,,DET,"L, 105-117",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Brandon Ingram
,79,2025-04-06,TOR,@,BRK,"W, 120-109",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Brandon Ingram
,80,2025-04-09,TOR,,CHO,"W, 126-96",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Brandon Ingram
,81,2025-04-11,TOR,@,DAL,"L, 102-124",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Brandon Ingram
,82,2025-04-13,TOR,@,SAS,"L, 118-125",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Brandon Ingram
732,1,2024-10-23,NOP,,CHI,"W, 123-111",*,29:57,9,19,.474,5,11,.455,4,8,.500,.605,0,0,,0,2,2,5,1,1,0,1,23,18.7,18,CJ McCollum
733,2,2024-10-25,NOP,@,POR,"W, 105-103",*,39:52,8,17,.471,4,9,.444,4,8,.500,.588,0,0,,0,2,2,3,4,1,1,2,20,16.9,9,CJ McCollum
734,3,2024-10-27,NOP,@,POR,"L, 103-125",*,35:51,10,21,.476,3,10,.300,7,11,.636,.548,4,6,.667,0,4,4,3,4,0,3,2,27,19.0,-29,CJ McCollum
735,4,2024-10-29,NOP,@,GSW,"L, 106-124",*,31:12,2,8,.250,1,4,.250,1,4,.250,.313,0,0,,1,5,6,5,0,2,4,1,5,2.9,-7,CJ McCollum
,5,2024-10-30,NOP,@,GSW,"L, 89-104",Did Not Dress,,,,,,,,,,,,,,,,,,,,,,,,,,CJ McCollum
Gcar,Gtm,Date,Team,,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,CJ McCollum
,6,2024-11-01,NOP,,IND,"W, 125-118",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,CJ McCollum
,7,2024-11-03,NOP,,ATL,"L, 111-126",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,CJ McCollum
,8,2024-11-04,NOP,,POR,"L, 100-118",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,CJ McCollum
,9,2024-11-06,NOP,,CLE,"L, 122-131",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,CJ McCollum
,10,2024-11-08,NOP,@,ORL,"L, 88-115",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,CJ McCollum
,11,2024-11-11,NOP,,BRK,"L, 105-107",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,CJ McCollum
,12,2024-11-13,NOP,@,OKC,"L, 88-106",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,CJ McCollum
,13,2024-11-15,NOP,,DEN,"W, 101-94",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,CJ McCollum
,14,2024-11-16,NOP,,LAL,"L, 99-104",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,CJ McCollum
,15,2024-11-19,NOP,@,DAL,"L, 91-132",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,CJ McCollum
,16,2024-11-20,NOP,@,CLE,"L, 100-128",Did Not Dress,,,,,,,,,,,,,,,,,,,,,,,,,,CJ McCollum
,17,2024-11-22,NOP,,GSW,"L, 108-112",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,CJ McCollum
736,18,2024-11-25,NOP,@,IND,"L, 110-114",*,30:30,9,20,.450,3,10,.300,6,10,.600,.525,2,2,1.000,0,4,4,1,0,0,2,2,23,11.7,-13,CJ McCollum
737,19,2024-11-27,NOP,,TOR,"L, 93-119",*,29:54,7,20,.350,4,11,.364,3,9,.333,.450,1,3,.333,1,2,3,4,0,0,2,1,19,8.7,-20,CJ McCollum
738,20,2024-11-29,NOP,@,MEM,"L, 109-120",*,35:33,11,19,.579,3,7,.429,8,12,.667,.658,5,8,.625,2,2,4,2,1,0,1,3,30,22.1,0,CJ McCollum
Gcar,Gtm,Date,Team,,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,CJ McCollum
739,21,2024-12-01,NOP,@,NYK,"L, 85-118",*,25:12,6,16,.375,0,3,.000,6,13,.462,.375,1,1,1.000,1,2,3,3,1,0,0,2,13,7.8,-22,CJ McCollum
740,22,2024-12-02,NOP,@,ATL,"L, 112-124",*,34:37,12,26,.462,3,11,.273,9,15,.600,.519,2,4,.500,2,4,6,2,1,0,1,4,29,17.2,-7,CJ McCollum
741,23,2024-12-05,NOP,,PHO,"W, 126-124",*,37:19,9,18,.500,3,9,.333,6,9,.667,.583,4,6,.667,0,3,3,6,2,0,0,4,25,20.7,4,CJ McCollum
742,24,2024-12-07,NOP,,OKC,"L, 109-119",*,37:43,5,19,.263,0,9,.000,5,10,.500,.263,1,2,.500,2,3,5,8,2,2,2,3,11,7.4,7,CJ McCollum
743,25,2024-12-08,NOP,@,SAS,"L, 116-121",*,34:13,8,18,.444,3,8,.375,5,10,.500,.528,0,0,,0,4,4,5,0,0,2,2,19,11.5,-16,CJ McCollum
744,26,2024-12-12,NOP,,SAC,"L, 109-111",*,36:58,14,24,.583,6,11,.545,8,13,.615,.708,2,2,1.000,0,3,3,3,0,0,2,2,36,25.0,-4,CJ McCollum
745,27,2024-12-15,NOP,@,IND,"L, 104-119",*,30:55,6,18,.333,1,5,.200,5,13,.385,.361,2,2,1.000,2,1,3,2,1,0,3,6,15,3.5,-10,CJ McCollum
746,28,2024-12-19,NOP,@,HOU,"L, 113-133",*,33:54,6,17,.353,1,5,.200,5,12,.417,.382,5,6,.833,0,5,5,6,1,0,3,3,18,10.6,-16,CJ McCollum
747,29,2024-12-21,NOP,,NYK,"L, 93-104",*,32:21,5,13,.385,0,4,.000,5,9,.556,.385,3,4,.750,2,3,5,4,1,1,2,1,13,9.9,-10,CJ McCollum
748,30,2024-12-22,NOP,,DEN,"L, 129-132 (OT)",*,38:31,8,21,.381,4,10,.400,4,11,.364,.476,4,6,.667,0,6,6,9,1,1,2,2,24,18.7,0,CJ McCollum
749,31,2024-12-26,NOP,,HOU,"L, 111-128",*,26:51,5,12,.417,2,5,.400,3,7,.429,.500,1,2,.500,1,1,2,3,0,0,1,2,13,7.5,-13,CJ McCollum
750,32,2024-12-27,NOP,,MEM,"L, 124-132",*,34:31,12,22,.545,3,8,.375,9,14,.643,.614,5,5,1.000,1,4,5,4,1,1,1,5,32,24.8,-16,CJ McCollum
751,33,2024-12-30,NOP,,LAC,"L, 113-116",*,39:06,12,25,.480,8,14,.571,4,11,.364,.640,1,2,.500,0,2,2,4,1,0,4,2,33,19.5,6,CJ McCollum
Gcar,Gtm,Date,Team,,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,CJ McCollum
752,34,2025-01-01,NOP,@,MIA,"L, 108-119",*,34:19,9,16,.563,1,5,.200,8,11,.727,.594,3,5,.600,1,3,4,5,0,1,1,1,22,18.0,-12,CJ McCollum
753,35,2025-01-03,NOP,,WAS,"W, 132-120",*,30:40,18,27,.667,10,16,.625,8,11,.727,.852,4,4,1.000,1,2,3,2,0,0,1,2,50,39.2,21,CJ McCollum
754,36,2025-01-05,NOP,@,WAS,"W, 110-98",*,35:43,9,18,.500,6,11,.545,3,7,.429,.667,1,2,.500,0,3,3,3,0,1,3,1,25,15.9,-5,CJ McCollum
755,37,2025-01-07,NOP,,MIN,"L, 97-104",*,30:03,1,14,.071,1,7,.143,0,7,.000,.107,2,3,.667,0,2,2,2,0,1,0,3,5,-3.3,-15,CJ McCollum
756,38,2025-01-08,NOP,,POR,"L, 100-119",*,27:06,10,17,.588,3,7,.429,7,10,.700,.676,0,0,,0,2,2,2,0,0,2,3,23,13.9,-17,CJ McCollum
757,39,2025-01-10,NOP,@,PHI,"W, 123-115",*,34:48,13,24,.542,6,11,.545,7,13,.538,.667,6,11,.545,2,1,3,3,0,0,1,0,38,27.2,2,CJ McCollum
758,40,2025-01-12,NOP,@,BOS,"L, 119-120",*,37:55,5,15,.333,1,6,.167,4,9,.444,.367,2,3,.667,1,3,4,5,0,1,1,4,13,7.3,11,CJ McCollum
759,41,2025-01-14,NOP,@,CHI,"W, 119-113",*,29:26,3,13,.231,2,7,.286,1,6,.167,.308,0,0,,2,2,4,5,1,0,0,3,8,5.4,-8,CJ McCollum
760,42,2025-01-15,NOP,,DAL,"W, 119-116",*,33:30,4,14,.286,1,7,.143,3,7,.429,.321,2,2,1.000,0,0,0,2,1,2,2,0,11,4.6,10,CJ McCollum
761,43,2025-01-17,NOP,,UTA,"W, 136-123",*,29:55,8,16,.500,6,12,.500,2,4,.500,.688,4,5,.800,1,4,5,4,1,0,2,3,26,20.1,16,CJ McCollum
762,44,2025-01-20,NOP,,UTA,"W, 123-119 (OT)",*,43:40,18,31,.581,5,12,.417,13,19,.684,.661,4,4,1.000,0,8,8,4,0,3,2,3,45,34.6,2,CJ McCollum
763,45,2025-01-24,NOP,@,MEM,"L, 126-139",*,33:59,6,11,.545,3,5,.600,3,6,.500,.682,7,11,.636,0,1,1,4,0,1,2,3,22,15.7,-10,CJ McCollum
764,46,2025-01-25,NOP,@,CHO,"L, 92-123",*,22:46,3,13,.231,1,6,.167,2,7,.286,.269,2,2,1.000,1,1,2,3,0,0,2,2,9,1.4,-13,CJ McCollum
765,47,2025-01-27,NOP,@,TOR,"L, 104-113",*,36:28,9,21,.429,2,7,.286,7,14,.500,.476,2,4,.500,0,7,7,2,2,0,2,2,22,12.8,-16,CJ McCollum
766,48,2025-01-29,NOP,,DAL,"L, 136-137",*,35:50,9,21,.429,3,7,.429,6,14,.429,.500,2,2,1.000,1,2,3,8,1,0,1,2,23,18.0,11,CJ McCollum
767,49,2025-01-31,NOP,,BOS,"L, 116-118",*,33:54,8,19,.421,1,7,.143,7,12,.583,.447,0,1,.000,0,2,2,1,1,0,2,2,17,6.0,-2,CJ McCollum
Gcar,Gtm,Date,Team,,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,CJ McCollum
768,50,2025-02-03,NOP,@,DEN,"L, 113-125",*,34:52,10,22,.455,5,9,.556,5,13,.385,.568,5,5,1.000,0,6,6,5,0,1,3,4,30,20.0,-3,CJ McCollum
769,51,2025-02-05,NOP,@,DEN,"L, 119-144",*,27:36,6,14,.429,3,6,.500,3,8,.375,.536,4,4,1.000,1,0,1,3,1,0,3,0,19,12.4,-23,CJ McCollum
770,52,2025-02-08,NOP,@,SAC,"L, 118-123",*,33:23,10,19,.526,6,11,.545,4,8,.500,.684,5,6,.833,0,6,6,3,1,2,3,2,31,23.8,5,CJ McCollum
,53,2025-02-10,NOP,@,OKC,"L, 101-137",Did Not Dress,,,,,,,,,,,,,,,,,,,,,,,,,,CJ McCollum
771,54,2025-02-12,NOP,,SAC,"L, 111-119",*,30:38,7,17,.412,0,5,.000,7,12,.583,.412,0,0,,1,2,3,3,0,0,2,3,14,5.1,-23,CJ McCollum
772,55,2025-02-13,NOP,,SAC,"W, 140-133 (OT)",*,41:10,16,25,.640,7,12,.583,9,13,.692,.780,4,6,.667,2,5,7,2,0,0,2,1,43,33.0,8,CJ McCollum
773,56,2025-02-21,NOP,@,DAL,"L, 103-111",*,30:18,6,16,.375,2,8,.250,4,8,.500,.438,2,4,.500,0,6,6,5,1,1,2,4,16,9.8,-11,CJ McCollum
774,57,2025-02-23,NOP,,SAS,"W, 114-96",*,29:01,4,11,.364,2,6,.333,2,5,.400,.455,2,2,1.000,1,2,3,7,0,0,4,1,12,7.7,13,CJ McCollum
775,58,2025-02-25,NOP,,SAS,"W, 109-103",*,29:23,5,14,.357,1,6,.167,4,8,.500,.393,2,2,1.000,1,3,4,5,1,0,2,2,13,8.5,-6,CJ McCollum
776,59,2025-02-27,NOP,@,PHO,"W, 124-116",*,34:29,7,18,.389,3,9,.333,4,9,.444,.472,2,2,1.000,2,2,4,2,0,0,0,2,19,11.8,-12,CJ McCollum
,60,2025-02-28,NOP,@,PHO,"L, 108-125",Did Not Dress,,,,,,,,,,,,,,,,,,,,,,,,,,CJ McCollum
Gcar,Gtm,Date,Team,,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,CJ McCollum
777,61,2025-03-02,NOP,@,UTA,"W, 128-121",*,32:35,10,18,.556,5,12,.417,5,6,.833,.694,0,0,,1,2,3,8,0,1,3,4,25,19.4,16,CJ McCollum
778,62,2025-03-04,NOP,@,LAL,"L, 115-136",*,25:24,4,11,.364,1,5,.200,3,6,.500,.409,1,1,1.000,0,3,3,5,1,0,1,1,10,7.9,-29,CJ McCollum
779,63,2025-03-06,NOP,,HOU,"L, 97-109",*,33:46,5,15,.333,3,6,.500,2,9,.222,.433,0,0,,0,2,2,2,0,0,2,0,13,4.5,-8,CJ McCollum
780,64,2025-03-08,NOP,@,HOU,"L, 117-146",*,27:48,6,13,.462,4,7,.571,2,6,.333,.615,1,2,.500,2,3,5,2,1,0,2,0,17,12.6,-16,CJ McCollum
,65,2025-03-09,NOP,,MEM,"L, 104-107",Did Not Dress,,,,,,,,,,,,,,,,,,,,,,,,,,CJ McCollum
781,66,2025-03-11,NOP,,LAC,"W, 127-120",*,32:39,8,16,.500,5,9,.556,3,7,.429,.656,2,2,1.000,1,2,3,7,3,0,3,4,23,19.6,8,CJ McCollum
782,67,2025-03-13,NOP,,ORL,"L, 93-113",*,22:45,3,10,.300,1,4,.250,2,6,.333,.350,2,2,1.000,0,2,2,4,0,0,0,4,9,5.0,-13,CJ McCollum
783,68,2025-03-15,NOP,@,SAS,"L, 115-119",*,33:21,10,22,.455,5,12,.417,5,10,.500,.568,1,1,1.000,1,6,7,9,1,0,4,1,26,20.0,16,CJ McCollum
784,69,2025-03-17,NOP,,DET,"L, 81-127",*,30:28,1,15,.067,0,7,.000,1,8,.125,.067,1,5,.200,2,2,4,5,2,0,0,0,3,-1.2,-19,CJ McCollum
785,70,2025-03-19,NOP,@,MIN,"W, 119-115",*,32:27,7,18,.389,3,9,.333,4,9,.444,.472,1,2,.500,1,5,6,3,0,0,2,3,18,8.9,-1,CJ McCollum
786,71,2025-03-21,NOP,@,MIN,"L, 93-134",*,28:00,6,15,.400,1,7,.143,5,8,.625,.433,2,2,1.000,0,2,2,3,4,0,6,2,15,6.8,-20,CJ McCollum
787,72,2025-03-23,NOP,@,DET,"L, 130-136",*,36:40,16,28,.571,5,12,.417,11,16,.688,.661,3,5,.600,1,4,5,7,1,0,2,2,40,31.0,3,CJ McCollum
,73,2025-03-24,NOP,,PHI,"W, 112-99",Did Not Dress,,,,,,,,,,,,,,,,,,,,,,,,,,CJ McCollum
,74,2025-03-28,NOP,,GSW,"L, 95-111",Did Not Dress,,,,,,,,,,,,,,,,,,,,,,,,,,CJ McCollum
,75,2025-03-30,NOP,,CHO,"W, 98-94",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,CJ McCollum
Gcar,Gtm,Date,Team,,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,CJ McCollum
,76,2025-04-02,NOP,@,LAC,"L, 98-114",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,CJ McCollum
,77,2025-04-04,NOP,@,LAL,"L, 108-124",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,CJ McCollum
,78,2025-04-06,NOP,,MIL,"L, 107-111",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,CJ McCollum
,79,2025-04-08,NOP,@,BRK,"L, 114-119",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,CJ McCollum
,80,2025-04-10,NOP,@,MIL,"L, 111-136",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,CJ McCollum
,81,2025-04-11,NOP,,MIA,"L, 104-153",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,CJ McCollum
,82,2025-04-13,NOP,,OKC,"L, 100-115",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,CJ McCollum
473,1,2024-10-23,NOP,,CHI,"W, 123-111",*,29:59,4,15,.267,0,3,.000,4,12,.333,.267,6,7,.857,0,8,8,10,1,0,1,0,14,14.1,5,Dejounte Murray
,2,2024-10-25,NOP,@,POR,"W, 105-103",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Dejounte Murray
,3,2024-10-27,NOP,@,POR,"L, 103-125",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Dejounte Murray
,4,2024-10-29,NOP,@,GSW,"L, 106-124",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Dejounte Murray
,5,2024-10-30,NOP,@,GSW,"L, 89-104",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Dejounte Murray
Gcar,Gtm,Date,Team,,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,Dejounte Murray
,6,2024-11-01,NOP,,IND,"W, 125-118",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Dejounte Murray
,7,2024-11-03,NOP,,ATL,"L, 111-126",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Dejounte Murray
,8,2024-11-04,NOP,,POR,"L, 100-118",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Dejounte Murray
,9,2024-11-06,NOP,,CLE,"L, 122-131",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Dejounte Murray
,10,2024-11-08,NOP,@,ORL,"L, 88-115",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Dejounte Murray
,11,2024-11-11,NOP,,BRK,"L, 105-107",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Dejounte Murray
,12,2024-11-13,NOP,@,OKC,"L, 88-106",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Dejounte Murray
,13,2024-11-15,NOP,,DEN,"W, 101-94",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Dejounte Murray
,14,2024-11-16,NOP,,LAL,"L, 99-104",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Dejounte Murray
,15,2024-11-19,NOP,@,DAL,"L, 91-132",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Dejounte Murray
,16,2024-11-20,NOP,@,CLE,"L, 100-128",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Dejounte Murray
,17,2024-11-22,NOP,,GSW,"L, 108-112",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Dejounte Murray
,18,2024-11-25,NOP,@,IND,"L, 110-114",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Dejounte Murray
474,19,2024-11-27,NOP,,TOR,"L, 93-119",*,25:02,5,17,.294,2,6,.333,3,11,.273,.353,2,3,.667,0,4,4,2,2,0,3,4,14,3.7,-25,Dejounte Murray
475,20,2024-11-29,NOP,@,MEM,"L, 109-120",*,33:15,6,17,.353,3,6,.500,3,11,.273,.441,6,6,1.000,1,5,6,6,1,0,7,3,21,10.7,-14,Dejounte Murray
Gcar,Gtm,Date,Team,,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,Dejounte Murray
476,21,2024-12-01,NOP,@,NYK,"L, 85-118",*,29:34,5,17,.294,0,6,.000,5,11,.455,.294,0,0,,1,7,8,5,3,1,3,4,10,5.5,-34,Dejounte Murray
477,22,2024-12-02,NOP,@,ATL,"L, 112-124",*,38:07,2,15,.133,1,7,.143,1,8,.125,.167,2,2,1.000,0,5,5,10,5,1,4,0,7,7.5,-15,Dejounte Murray
478,23,2024-12-05,NOP,,PHO,"W, 126-124",*,34:40,7,12,.583,2,4,.500,5,8,.625,.667,1,1,1.000,0,5,5,3,2,0,2,5,17,13.0,1,Dejounte Murray
479,24,2024-12-07,NOP,,OKC,"L, 109-119",*,35:33,8,15,.533,3,8,.375,5,7,.714,.633,7,10,.700,1,8,9,5,4,0,4,1,26,23.7,-12,Dejounte Murray
480,25,2024-12-08,NOP,@,SAS,"L, 116-121",*,33:37,6,20,.300,1,7,.143,5,13,.385,.325,5,5,1.000,0,6,6,11,0,2,2,4,18,13.7,1,Dejounte Murray
481,26,2024-12-12,NOP,,SAC,"L, 109-111",*,35:10,8,19,.421,2,7,.286,6,12,.500,.474,2,2,1.000,0,7,7,9,1,2,8,2,20,11.9,-6,Dejounte Murray
482,27,2024-12-15,NOP,@,IND,"L, 104-119",*,34:43,8,15,.533,2,3,.667,6,12,.500,.600,1,2,.500,1,6,7,7,2,0,8,1,19,12.3,-14,Dejounte Murray
483,28,2024-12-19,NOP,@,HOU,"L, 113-133",*,31:26,5,12,.417,1,2,.500,4,10,.400,.458,3,3,1.000,0,5,5,8,1,0,4,3,14,10.5,-25,Dejounte Murray
484,29,2024-12-21,NOP,,NYK,"L, 93-104",*,33:18,5,15,.333,2,6,.333,3,9,.333,.400,2,2,1.000,0,9,9,8,1,0,3,3,14,10.6,-9,Dejounte Murray
485,30,2024-12-22,NOP,,DEN,"L, 129-132 (OT)",*,43:58,7,24,.292,0,6,.000,7,18,.389,.292,3,5,.600,1,7,8,15,6,1,2,3,17,19.0,-8,Dejounte Murray
486,31,2024-12-26,NOP,,HOU,"L, 111-128",*,26:58,7,15,.467,2,5,.400,5,10,.500,.533,1,2,.500,1,3,4,4,3,0,3,0,17,13.3,-20,Dejounte Murray
487,32,2024-12-27,NOP,,MEM,"L, 124-132",*,38:38,6,16,.375,1,4,.250,5,12,.417,.406,2,2,1.000,1,6,7,9,3,1,7,2,15,10.9,-15,Dejounte Murray
488,33,2024-12-30,NOP,,LAC,"L, 113-116",*,40:28,6,16,.375,1,5,.200,5,11,.455,.406,0,0,,0,10,10,8,6,0,4,4,13,13.2,-2,Dejounte Murray
Gcar,Gtm,Date,Team,,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,Dejounte Murray
489,34,2025-01-01,NOP,@,MIA,"L, 108-119",*,31:18,5,13,.385,0,5,.000,5,8,.625,.385,2,2,1.000,0,3,3,7,0,0,4,1,12,6.3,-11,Dejounte Murray
490,35,2025-01-03,NOP,,WAS,"W, 132-120",*,28:17,4,12,.333,0,2,.000,4,10,.400,.333,3,3,1.000,1,3,4,12,3,1,1,2,11,16.1,-4,Dejounte Murray
491,36,2025-01-05,NOP,@,WAS,"W, 110-98",*,35:38,5,14,.357,1,5,.200,4,9,.444,.393,3,4,.750,2,8,10,12,0,0,4,2,14,13.2,15,Dejounte Murray
492,37,2025-01-07,NOP,,MIN,"L, 97-104",*,33:43,12,20,.600,2,8,.250,10,12,.833,.650,3,6,.500,0,2,2,6,6,1,2,2,29,27.3,-1,Dejounte Murray
493,38,2025-01-08,NOP,,POR,"L, 100-119",*,25:52,8,14,.571,2,5,.400,6,9,.667,.643,2,2,1.000,1,2,3,5,2,0,4,0,20,16.2,-27,Dejounte Murray
494,39,2025-01-10,NOP,@,PHI,"W, 123-115",*,31:35,7,17,.412,2,5,.400,5,12,.417,.471,1,2,.500,0,10,10,6,1,0,6,2,17,8.9,-5,Dejounte Murray
495,40,2025-01-12,NOP,@,BOS,"L, 119-120",*,35:17,8,19,.421,6,9,.667,2,10,.200,.579,4,5,.800,2,7,9,8,1,1,1,4,26,23.7,7,Dejounte Murray
496,41,2025-01-14,NOP,@,CHI,"W, 119-113",*,34:15,4,14,.286,4,11,.364,0,3,.000,.429,3,3,1.000,1,6,7,7,1,0,2,0,15,13.2,-9,Dejounte Murray
497,42,2025-01-15,NOP,,DAL,"W, 119-116",*,33:01,10,22,.455,4,10,.400,6,12,.500,.545,6,8,.750,0,7,7,7,2,0,2,1,30,24.4,9,Dejounte Murray
498,43,2025-01-17,NOP,,UTA,"W, 136-123",*,25:01,2,9,.222,2,6,.333,0,3,.000,.333,2,2,1.000,0,5,5,6,1,0,2,0,8,7.2,11,Dejounte Murray
499,44,2025-01-20,NOP,,UTA,"W, 123-119 (OT)",*,44:56,8,24,.333,2,8,.250,6,16,.375,.375,8,8,1.000,0,9,9,11,3,0,3,4,26,21.2,6,Dejounte Murray
500,45,2025-01-24,NOP,@,MEM,"L, 126-139",*,31:11,10,16,.625,1,4,.250,9,12,.750,.656,5,7,.714,0,6,6,7,0,0,3,0,26,21.7,-14,Dejounte Murray
,46,2025-01-25,NOP,@,CHO,"L, 92-123",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Dejounte Murray
501,47,2025-01-27,NOP,@,TOR,"L, 104-113",*,36:28,5,17,.294,0,4,.000,5,13,.385,.294,11,14,.786,1,6,7,8,2,1,1,1,21,19.3,3,Dejounte Murray
502,48,2025-01-29,NOP,,DAL,"L, 136-137",*,33:02,9,17,.529,3,7,.429,6,10,.600,.618,6,6,1.000,0,5,5,6,0,0,3,2,27,20.6,6,Dejounte Murray
503,49,2025-01-31,NOP,,BOS,"L, 116-118",*,08:09,2,6,.333,0,0,,2,6,.333,.333,0,0,,2,3,5,0,0,0,3,1,4,-0.5,-1,Dejounte Murray
Gcar,Gtm,Date,Team,,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,Dejounte Murray
,50,2025-02-03,NOP,@,DEN,"L, 113-125",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Dejounte Murray
,51,2025-02-05,NOP,@,DEN,"L, 119-144",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Dejounte Murray
,52,2025-02-08,NOP,@,SAC,"L, 118-123",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Dejounte Murray
